#   name_b      |    RA_b      |    DEC_b     |     spec-id     |    name_f       |    RA_f      |    DEC_f     |    spec-id      |   zb   |   zf   | theta |  R_com   |  S/N  |   gUV   |   ib  |  J2Mb |  H2Mb |  K2Mb | JABb  |  HABb |  KABb |   if  |  J2Mf |  H2Mf |  K2Mf | JABf  | HABf  |  KABf |   tel_b     |        tel_f
BOSSJ1227-0028A | 12:27:12.730 | -00:28:30.92 | 3792-0707-55212 |  2QZJ1226-0023B | 12:26:34.762 | -00:23:11.96 |                 |  2.165 |  2.046 | 652.7 | 17215.46 | -1.00 |      0. | 20.10 |  0.00 |  0.00 |  0.00 | 19.91 | 19.75 | 19.35 | 20.28 |  0.00 |  0.00 |  0.00 | 20.15 | 20.04 | 19.93 | 2QZBOSSKDEXDQSOZALLBOSS | 2QZ2SLAQKDEXDQSOZ
BOSSJ1227+3919A | 12:27:21.533 | +39:19:18.05 | 3967-0272-55704 | BOSSJ1227+3919B | 12:27:55.165 | +39:19:44.26 | 3967-0236-55704 |  2.429 |  2.349 | 391.1 | 11126.32 | -1.00 |      0. | 19.80 |  0.00 |  0.00 |  0.00 | 19.45 | 19.39 | 19.00 | 20.20 |  0.00 |  0.00 |  0.00 | 19.90 | 19.80 | 19.40 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1227+1959A | 12:27:31.572 | +19:59:58.12 | 5850-0972-56042 | BOSSJ1227+1957B | 12:27:08.939 | +19:57:51.89 | 5850-0922-56042 |  2.369 |  1.971 | 343.1 | 8858.959 | -1.00 |      3. | 21.86 |  0.00 |  0.00 |  0.00 | 21.49 | 21.40 | 21.00 | 18.14 |  0.00 |  0.00 |  0.00 | 18.01 | 17.92 | 17.78 | BOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1227+1959A | 12:27:31.572 | +19:59:58.12 | 5850-0972-56042 | SDSSJ1227+1958B | 12:27:12.133 | +19:58:04.28 | 2612-0225-54480 |  2.369 |  1.966 | 296.7 | 7649.385 | -1.00 |      5. | 21.86 |  0.00 |  0.00 |  0.00 | 21.49 | 21.40 | 21.00 | 18.00 |  0.00 |  0.00 |  0.00 | 17.87 | 17.79 | 17.65 | BOSS | SDSSKDEXDQSOZVCV
BOSSJ1227+5719A | 12:27:33.588 | +57:19:14.42 | 6837-0262-56442 | BOSSJ1227+5708B | 12:27:41.261 | +57:08:56.65 | 6837-0231-56442 |  2.508 |  2.423 | 620.9 | 17951.38 | -1.00 |      0. | 18.79 |  0.00 |  0.00 |  0.00 | 18.41 | 18.36 | 17.99 | 18.88 |  0.00 |  0.00 |  0.00 | 18.55 | 18.48 | 18.09 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1227+4359A | 12:27:36.726 | +43:59:33.66 | 6636-0412-56367 | BOSSJ1227+4353B | 12:27:21.298 | +43:53:27.95 | 6637-0004-56370 |  3.137 |  3.086 | 401.8 | 13079.94 | -1.00 |      4. | 19.74 |  0.00 |  0.00 |  0.00 | 19.30 | 19.39 | 19.30 | 19.41 |  0.00 |  0.00 |  0.00 | 18.98 | 19.06 | 19.00 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1227+3851A | 12:27:36.886 | +38:51:36.17 | 3967-0221-55704 | SDSSJ1228+3854B | 12:28:00.437 | +38:54:21.27 | 1986-0048-53475 |  2.441 |  1.989 | 320.7 | 8324.201 | -1.00 |      0. | 20.37 |  0.00 |  0.00 |  0.00 | 20.02 | 19.96 | 19.58 | 19.92 |  0.00 |  0.00 |  0.00 | 19.84 | 19.75 | 19.62 | SDSSBOSSKDEVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1227+3851A | 12:27:36.886 | +38:51:36.17 | 3967-0221-55704 | SDSSJ1228+3854B | 12:28:33.665 | +38:54:01.78 | 1986-0042-53475 |  2.441 |  2.276 | 678.8 | 18988.47 | -1.00 |      0. | 20.37 |  0.00 |  0.00 |  0.00 | 20.02 | 19.96 | 19.58 | 20.74 |  0.00 |  0.00 |  0.00 | 20.50 | 20.37 | 19.96 | SDSSBOSSKDEVCVALLBOSS | SDSS
BOSSJ1227+2252A | 12:27:40.744 | +22:52:33.64 | 5979-0048-56329 | BOSSJ1227+2244B | 12:27:10.016 | +22:44:49.47 | 5979-0094-56329 |  2.479 |  2.119 | 629.2 | 16926.68 | -1.00 |      0. | 19.09 |  0.00 |  0.00 |  0.00 | 18.70 | 18.64 | 18.27 | 19.69 |  0.00 |  0.00 |  0.00 | 19.54 | 19.36 | 19.15 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1227+4406A | 12:27:40.851 | +44:06:04.71 | 6637-0010-56370 | BOSSJ1227+4359B | 12:27:36.726 | +43:59:33.66 | 6636-0412-56367 |  3.826 |  3.137 | 393.5 | 12905.38 | -1.00 |      2. | 19.98 |  0.00 |  0.00 |  0.00 | 19.59 | 19.46 | 19.46 | 19.74 |  0.00 |  0.00 |  0.00 | 19.30 | 19.39 | 19.30 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1227+0008A | 12:27:47.061 | +00:08:27.81 | 3847-0152-55588 | BOSSJ1228+0010B | 12:28:12.983 | +00:10:56.62 | 3847-0118-55588 |  2.662 |  2.532 | 416.3 | 12314.61 | -1.00 |      1. | 19.92 |  0.00 |  0.00 |  0.00 | 19.51 | 19.56 | 19.47 | 19.59 |  0.00 |  0.00 |  0.00 | 19.18 | 19.14 | 18.78 | SDSSBOSSALLBOSS | SDSSBOSSALLBOSS
BOSSJ1227+3133A | 12:27:49.503 | +31:33:23.97 | 6477-0998-56365 | SDSSJ1227+3133B | 12:27:31.254 | +31:33:48.48 | 1971-0298-53472 |  2.131 |  2.091 | 234.5 | 6262.557 | -1.00 |      1. | 18.85 |  0.00 |  0.00 |  0.00 | 18.71 | 18.53 | 18.26 | 20.04 |  0.00 |  0.00 |  0.00 | 19.93 | 19.77 | 19.64 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1227+3919A | 12:27:55.165 | +39:19:44.26 | 3967-0236-55704 | BOSSJ1228+3909B | 12:28:01.118 | +39:09:20.09 | 3967-0231-55704 |  2.349 |  2.280 | 628.0 | 17582.10 | -1.00 |      0. | 20.20 |  0.00 |  0.00 |  0.00 | 19.90 | 19.80 | 19.40 | 18.71 |  0.00 |  0.00 |  0.00 | 18.47 | 18.34 | 17.92 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1228+3909A | 12:28:01.118 | +39:09:20.09 | 3967-0231-55704 | SDSSJ1228+3904B | 12:28:04.529 | +39:04:26.65 | 1986-0044-53475 |  2.280 |  1.998 | 296.1 | 7704.688 | -1.00 |      0. | 18.71 |  0.00 |  0.00 |  0.00 | 18.47 | 18.34 | 17.92 | 20.20 |  0.00 |  0.00 |  0.00 | 20.13 | 20.03 | 19.91 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1228-0027A | 12:28:09.802 | -00:27:52.88 | 3847-0140-55588 | SDSSJ1228-0031B | 12:28:31.669 | -00:31:29.03 | 0289-0148-51990 |  2.163 |  1.958 | 392.8 | 10102.05 | -1.00 |      1. | 19.01 |  0.00 |  0.00 |  0.00 | 18.82 | 18.65 | 18.26 | 19.03 |  0.00 |  0.00 |  0.00 | 18.94 | 18.85 | 18.71 | SDSS2QZ2SLAQBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEVCV
BOSSJ1228+6649A | 12:28:13.713 | +66:49:18.54 | 7120-0620-56720 | BOSSJ1227+6638B | 12:27:56.911 | +66:38:30.00 | 7120-0430-56720 |  2.946 |  2.591 | 656.1 | 19633.31 | -1.00 |      0. | 19.46 |  0.00 |  0.00 |  0.00 | 19.06 | 19.15 | 19.08 | 20.59 |  0.00 |  0.00 |  0.00 | 20.19 | 20.19 | 19.87 | SDSSBOSSKDEXDQSOZVCVALLBOSS | BOSS
BOSSJ1228+0232A | 12:28:19.255 | +02:32:29.41 | 4752-0766-55653 |  APOJ1228+0231B | 12:28:17.621 | +02:31:48.96 |                 |  3.141 |  3.095 | 47.28 | 1540.816 | -1.00 |    138. | 20.23 |  0.00 |  0.00 |  0.00 | 19.79 | 19.88 | 19.79 | 19.70 |  0.00 |  0.00 |  0.00 | 19.27 | 19.35 | 19.29 | SDSSBOSSVCVALLBOSS,ESI,MAGE,GMOS-ORIG,APO | ESI,GNIRS,MAGE,GMOS-ORIG,GMOS-DLA,APO
BOSSJ1228+3128A | 12:28:24.969 | +31:28:37.66 | 6479-0418-56364 | BOSSJ1227+3133B | 12:27:49.503 | +31:33:23.97 | 6477-0998-56365 |  2.200 |  2.131 | 536.3 | 14471.80 | -1.00 |      1. | 15.69 | 15.50 | 15.32 | 15.16 | 15.50 | 15.35 | 14.92 | 18.85 |  0.00 |  0.00 |  0.00 | 18.71 | 18.53 | 18.26 | HIRES | SDSSBOSSKDEXDQSOZVCVALLBOSS
 APOJ1228+5031A | 12:28:36.370 | +50:31:11.08 |                 | SDSSJ1228+5028B | 12:28:29.203 | +50:28:31.36 | 0971-0488-52644 |  2.394 |  2.081 | 173.7 | 4626.732 | -1.00 |      5. | 19.82 |  0.00 |  0.00 |  0.00 | 19.49 | 19.41 | 19.02 | 19.10 |  0.00 |  0.00 |  0.00 | 18.99 | 18.84 | 18.72 | MMT-DLA,APO | SDSSKDEXDQSOZVCV
 APOJ1228+5031A | 12:28:36.370 | +50:31:11.08 |                 | BOSSJ1229+5036B | 12:29:03.597 | +50:36:15.12 | 6675-0104-56415 |  2.394 |  2.192 | 399.6 | 10954.36 | -1.00 |      2. | 19.82 |  0.00 |  0.00 |  0.00 | 19.49 | 19.41 | 19.02 | 18.43 |  0.00 |  0.00 |  0.00 | 18.24 | 18.08 | 17.66 | MMT-DLA,APO | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1228+6426A | 12:28:44.162 | +64:26:05.68 | 6973-0395-56741 | BOSSJ1227+6430B | 12:27:18.125 | +64:30:19.72 | 6973-0436-56741 |  2.427 |  2.290 | 611.4 | 17159.53 | -1.00 |      0. | 18.99 |  0.00 |  0.00 |  0.00 | 18.64 | 18.58 | 18.19 | 20.99 |  0.00 |  0.00 |  0.00 | 20.72 | 20.60 | 20.19 | SDSSBOSSKDEXDQSOZVCVALLBOSS | BOSS
BOSSJ1228-0104A | 12:28:48.217 | -01:04:14.49 | 3847-0130-55588 | BOSSJ1228-0114B | 12:28:35.476 | -01:14:28.04 | 3792-0764-55212 |  2.653 |  2.417 | 642.6 | 18558.44 | -1.00 |      0. | 17.90 | 17.26 | 16.77 | 16.69 | 17.50 | 17.54 | 17.44 | 20.94 |  0.00 |  0.00 |  0.00 | 20.58 | 20.52 | 20.12 | SDSSBOSSKDEVCVALLBOSS | 2QZBOSSKDEVCVALLBOSS
BOSSJ1228-0104A | 12:28:48.217 | -01:04:14.49 | 3847-0130-55588 | BOSSJ1229-0106B | 12:29:02.669 | -01:06:24.03 | 3847-0088-55588 |  2.653 |  2.422 | 252.4 | 7299.038 | -1.00 |      1. | 17.90 | 17.26 | 16.77 | 16.69 | 17.50 | 17.54 | 17.44 | 20.51 |  0.00 |  0.00 |  0.00 | 20.15 | 20.08 | 19.69 | SDSSBOSSKDEVCVALLBOSS | 2QZBOSSKDEALLBOSS
BOSSJ1228-0104A | 12:28:48.217 | -01:04:14.49 | 3847-0130-55588 | BOSSJ1229-0102B | 12:29:33.952 | -01:02:22.23 | 3847-0092-55588 |  2.653 |  2.323 | 695.0 | 19653.70 | -1.00 |      0. | 17.90 | 17.26 | 16.77 | 16.69 | 17.50 | 17.54 | 17.44 | 19.82 |  0.00 |  0.00 |  0.00 | 19.52 | 19.40 | 19.00 | SDSSBOSSKDEVCVALLBOSS | 2QZBOSSXDQSOZALLBOSS
BOSSJ1228+6403A | 12:28:48.516 | +64:03:54.29 | 6973-0386-56741 | BOSSJ1227+6409B | 12:27:36.745 | +64:09:57.96 | 6973-0432-56741 |  3.012 |  2.564 | 594.2 | 17687.66 | -1.00 |      1. | 18.80 |  0.00 |  0.00 |  0.00 | 18.37 | 18.46 | 18.38 | 18.86 |  0.00 |  0.00 |  0.00 | 18.45 | 18.43 | 18.08 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1228+4339A | 12:28:54.329 | +43:39:56.53 | 6636-0406-56367 | SDSSJ1229+4330B | 12:29:15.414 | +43:30:29.83 | 1452-0607-53112 |  2.643 |  2.121 | 611.2 | 16450.62 | -1.00 |      1. | 21.92 |  0.00 |  0.00 |  0.00 | 21.52 | 21.56 | 21.44 | 18.27 |  0.00 |  0.00 |  0.00 | 18.14 | 17.96 | 17.73 | BOSS | SDSSKDEXDQSOZVCV
BOSSJ1229+4222A | 12:29:00.867 | +42:22:43.19 | 4705-0306-55705 |  APOJ1228+4222B | 12:28:59.362 | +42:22:29.63 |                 |  3.830 |  3.459 | 21.50 |  735.947 | -1.00 |    267. | 19.09 |  0.00 |  0.00 |  0.00 | 18.69 | 18.56 | 18.56 | 21.71 |  0.00 |  0.00 |  0.00 | 21.21 | 21.26 | 21.15 | SDSSBOSSKDEVCVALLBOSS,APO | APO
BOSSJ1229-0106A | 12:29:02.669 | -01:06:24.03 | 3847-0088-55588 | BOSSJ1229-0102B | 12:29:33.952 | -01:02:22.23 | 3847-0092-55588 |  2.422 |  2.323 | 527.8 | 14925.31 | -1.00 |      0. | 20.51 |  0.00 |  0.00 |  0.00 | 20.15 | 20.08 | 19.69 | 19.82 |  0.00 |  0.00 |  0.00 | 19.52 | 19.40 | 19.00 | 2QZBOSSKDEALLBOSS | 2QZBOSSXDQSOZALLBOSS
BOSSJ1229+5036A | 12:29:03.597 | +50:36:15.12 | 6675-0104-56415 | SDSSJ1228+5028B | 12:28:29.203 | +50:28:31.36 | 0971-0488-52644 |  2.192 |  2.081 | 567.9 | 15124.58 | -1.00 |      0. | 18.43 |  0.00 |  0.00 |  0.00 | 18.24 | 18.08 | 17.66 | 19.10 |  0.00 |  0.00 |  0.00 | 18.99 | 18.84 | 18.72 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1229+5036A | 12:29:03.597 | +50:36:15.12 | 6675-0104-56415 | SDSSJ1230+5042B | 12:30:14.794 | +50:42:03.43 | 0971-0550-52644 |  2.192 |  1.978 | 761.4 | 19701.48 | -1.00 |      0. | 18.43 |  0.00 |  0.00 |  0.00 | 18.24 | 18.08 | 17.66 | 19.15 |  0.00 |  0.00 |  0.00 | 19.07 | 18.98 | 18.84 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1229+5149A | 12:29:14.642 | +51:49:03.09 | 6675-0942-56415 | BOSSJ1229+5159B | 12:29:29.003 | +51:59:29.23 | 6681-0092-56419 |  2.072 |  2.008 | 640.0 | 16701.69 | -1.00 |      0. | 21.83 |  0.00 |  0.00 |  0.00 | 21.71 | 21.58 | 21.47 | 18.65 |  0.00 |  0.00 |  0.00 | 18.55 | 18.45 | 18.33 | BOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1229-0018A | 12:29:18.085 | -00:18:30.99 | 3792-0826-55212 |  2QZJ1229-0015B | 12:29:59.794 | -00:15:32.06 |                 |  2.611 |  2.096 | 650.7 | 17397.61 | -1.00 |      0. | 20.16 |  0.00 |  0.00 |  0.00 | 19.74 | 19.76 | 19.51 | 20.85 |  0.00 |  0.00 |  0.00 | 20.71 | 20.55 | 20.41 | 2QZBOSSKDEXDQSOZVCVALLBOSS | 2QZ2SLAQKDEXDQSOZ
BOSSJ1229+6502A | 12:29:18.768 | +65:02:49.43 | 6973-0637-56741 | BOSSJ1227+6454B | 12:27:58.551 | +64:54:44.29 | 6973-0608-56741 |  2.129 |  2.020 | 703.1 | 18410.48 | -1.00 |      0. | 18.61 |  0.00 |  0.00 |  0.00 | 18.46 | 18.28 | 18.02 | 18.96 |  0.00 |  0.00 |  0.00 | 18.86 | 18.75 | 18.64 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1229+0029A | 12:29:20.090 | +00:29:06.71 | 3847-0940-55588 | BOSSJ1229+0028B | 12:29:45.155 | +00:28:43.81 | 3847-0980-55588 |  2.190 |  1.971 | 376.6 | 9725.576 | -1.00 |      0. | 19.84 |  0.00 |  0.00 |  0.00 | 19.63 | 19.48 | 19.05 | 20.92 |  0.00 |  0.00 |  0.00 | 20.82 | 20.74 | 20.60 | 2QZ2SLAQBOSSKDEVCVALLBOSS | BOSS
BOSSJ1229+3348A | 12:29:24.542 | +33:48:07.85 | 3966-0176-55571 | SDSSJ1229+3348B | 12:29:39.450 | +33:48:47.57 | 2015-0161-53819 |  2.465 |  2.067 | 190.0 | 5040.223 | -1.00 |      2. | 18.38 | 18.01 | 17.97 | 17.70 | 18.01 | 17.95 | 17.57 | 20.17 |  0.00 |  0.00 |  0.00 | 20.05 | 19.92 | 19.81 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1229+3401A | 12:29:40.834 | +34:01:32.30 | 3966-0172-55571 | SDSSJ1230+3400B | 12:30:12.270 | +34:00:43.02 | 2015-0160-53819 |  2.353 |  1.977 | 393.9 | 10187.72 | -1.00 |      0. | 19.61 |  0.00 |  0.00 |  0.00 | 19.30 | 19.19 | 18.80 | 19.96 |  0.00 |  0.00 |  0.00 | 19.88 | 19.79 | 19.65 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1229+2550A | 12:29:41.351 | +25:50:51.61 | 5980-0238-56338 | BOSSJ1230+2552B | 12:30:17.035 | +25:52:43.40 | 5980-0236-56338 |  3.669 |  3.599 | 494.4 | 17215.72 | -1.00 |      2. | 19.46 |  0.00 |  0.00 |  0.00 | 19.02 | 18.99 | 18.93 | 19.50 |  0.00 |  0.00 |  0.00 | 19.07 | 19.06 | 18.99 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1229+1149A | 12:29:42.573 | +11:49:16.29 | 5403-0400-55979 | BOSSJ1229+1159B | 12:29:55.048 | +11:59:09.30 | 5403-0640-55979 |  2.458 |  2.181 | 620.6 | 16961.39 | -1.00 |      1. | 16.43 | 16.34 | 16.57 | 17.23 | 16.04 | 15.98 | 15.60 | 17.38 | 17.37 | 17.48 | 16.80 | 17.17 | 17.02 | 16.60 | HIRES | SDSSBOSSKDEALLBOSS
BOSSJ1229-0056A | 12:29:43.711 | -00:56:17.73 | 3847-0094-55588 | BOSSJ1229-0102B | 12:29:33.952 | -01:02:22.23 | 3847-0092-55588 |  2.568 |  2.323 | 392.7 | 11106.83 | -1.00 |      1. | 19.63 |  0.00 |  0.00 |  0.00 | 19.22 | 19.20 | 18.85 | 19.82 |  0.00 |  0.00 |  0.00 | 19.52 | 19.40 | 19.00 | 2QZBOSSKDEXDQSOZVCVALLBOSS | 2QZBOSSXDQSOZALLBOSS
BOSSJ1229+2619A | 12:29:57.815 | +26:19:13.92 | 5980-0790-56338 | SDSSJ1229+2621B | 12:29:33.324 | +26:21:31.23 | 2235-0259-53847 |  3.120 |  2.667 | 356.7 | 10830.10 | -1.00 |      3. | 20.02 |  0.00 |  0.00 |  0.00 | 19.57 | 19.65 | 19.57 | 18.46 | 17.54 | 17.47 | 17.03 | 18.06 | 18.11 | 18.03 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSALLBOSS
BOSSJ1230+1443A | 12:30:12.662 | +14:43:58.51 | 5400-0904-56308 | BOSSJ1230+1448B | 12:30:06.091 | +14:48:15.28 | 5400-0910-56308 |  3.612 |  3.237 | 273.8 | 9107.813 | -1.00 |      4. | 20.19 |  0.00 |  0.00 |  0.00 | 19.72 | 19.71 | 19.65 | 19.90 |  0.00 |  0.00 |  0.00 | 19.37 | 19.48 | 19.33 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1230+0028A | 12:30:25.948 | +00:28:35.71 | 3847-0020-55588 | BOSSJ1229+0028B | 12:29:45.155 | +00:28:43.81 | 3847-0980-55588 |  2.290 |  1.971 | 611.9 | 15800.87 | -1.00 |      0. | 20.48 |  0.00 |  0.00 |  0.00 | 20.20 | 20.08 | 19.67 | 20.92 |  0.00 |  0.00 |  0.00 | 20.82 | 20.74 | 20.60 | 2QZBOSSKDEXDQSOZALLBOSS | BOSS
BOSSJ1230+0028A | 12:30:25.948 | +00:28:35.71 | 3847-0020-55588 | BOSSJ1231+0023B | 12:31:04.627 | +00:23:28.65 | 3847-0018-55588 |  2.290 |  2.210 | 656.4 | 18068.96 | -1.00 |      0. | 20.48 |  0.00 |  0.00 |  0.00 | 20.20 | 20.08 | 19.67 | 18.98 |  0.00 |  0.00 |  0.00 | 18.77 | 18.62 | 18.19 | 2QZBOSSKDEXDQSOZALLBOSS | SDSS2QZBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1230+5607A | 12:30:32.077 | +56:07:09.80 | 6833-0924-56413 | BOSSJ1230+5601B | 12:30:06.200 | +56:01:39.91 | 6833-0928-56413 |  2.558 |  2.091 | 394.6 | 10538.48 | -1.00 |      1. | 21.24 |  0.00 |  0.00 |  0.00 | 20.86 | 20.83 | 20.48 | 18.86 |  0.00 |  0.00 |  0.00 | 18.76 | 18.59 | 18.47 | BOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1230+3748A | 12:30:33.998 | +37:48:18.43 | 3965-0922-55302 | SDSSJ1230+3751B | 12:30:35.193 | +37:51:22.57 | 1992-0147-53466 |  2.164 |  2.087 | 184.6 | 4925.353 | -1.00 |      7. | 20.06 |  0.00 |  0.00 |  0.00 | 19.90 | 19.73 | 19.33 | 18.73 |  0.00 |  0.00 |  0.00 | 18.63 | 18.47 | 18.35 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1230+3320A | 12:30:35.469 | +33:20:00.50 | 6479-0714-56364 | SDSSJ1230+3314B | 12:30:48.439 | +33:14:57.33 | 2015-0044-53819 |  2.307 |  2.055 | 344.0 | 9096.133 | -1.00 |      0. | 17.76 | 18.14 | 17.64 | 17.68 | 17.48 | 17.36 | 16.96 | 20.13 |  0.00 |  0.00 |  0.00 | 20.02 | 19.90 | 19.79 | SDSSBOSSKDEVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1230+1003A | 12:30:54.269 | +10:03:06.72 | 5401-0934-55949 | SDSSJ1230+1004B | 12:30:41.464 | +10:04:50.70 | 1231-0629-52725 |  2.296 |  1.940 | 215.8 | 5521.527 | -1.00 |      4. | 18.88 |  0.00 |  0.00 |  0.00 | 18.60 | 18.47 | 18.07 | 18.70 |  0.00 |  0.00 |  0.00 | 18.63 | 18.54 | 18.41 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEALLBOSS
BOSSJ1230+1003A | 12:30:54.269 | +10:03:06.72 | 5401-0934-55949 | BOSSJ1231+1004B | 12:31:05.038 | +10:04:25.12 | 5406-0517-55955 |  2.296 |  2.043 | 177.3 | 4672.653 | -1.00 |     12. | 18.88 |  0.00 |  0.00 |  0.00 | 18.60 | 18.47 | 18.07 | 18.52 |  0.00 |  0.00 |  0.00 | 18.40 | 18.28 | 18.18 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1231+0023A | 12:31:04.627 | +00:23:28.65 | 3847-0018-55588 | SDSSJ1231+0027B | 12:31:36.432 | +00:27:19.21 | 0289-0585-51990 |  2.210 |  2.002 | 529.8 | 13803.61 | -1.00 |      0. | 18.98 |  0.00 |  0.00 |  0.00 | 18.77 | 18.62 | 18.19 | 18.91 |  0.00 |  0.00 |  0.00 | 18.81 | 18.72 | 18.59 | SDSS2QZBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1231+1004A | 12:31:05.038 | +10:04:25.12 | 5406-0517-55955 | SDSSJ1230+1004B | 12:30:41.464 | +10:04:50.70 | 1231-0629-52725 |  2.043 |  1.940 | 349.1 | 8931.044 | -1.00 |      1. | 18.52 |  0.00 |  0.00 |  0.00 | 18.40 | 18.28 | 18.18 | 18.70 |  0.00 |  0.00 |  0.00 | 18.63 | 18.54 | 18.41 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEALLBOSS
BOSSJ1231+0004A | 12:31:06.089 | +00:04:21.57 | 3848-0492-55647 | BOSSJ1230-0003B | 12:30:41.117 | -00:03:44.03 | 3848-0496-55647 |  3.050 |  2.444 | 613.2 | 17811.83 | -1.00 |      0. | 21.17 |  0.00 |  0.00 |  0.00 | 20.73 | 20.82 | 20.75 | 21.47 |  0.00 |  0.00 |  0.00 | 21.10 | 21.04 | 20.65 | BOSS | BOSS
BOSSJ1231+1847A | 12:31:28.231 | +18:47:14.31 | 5853-0412-56045 | BOSSJ1230+1847B | 12:30:55.778 | +18:47:46.71 | 5853-0420-56045 |  3.319 |  3.169 | 461.9 | 15217.65 | -1.00 |      0. | 19.40 |  0.00 |  0.00 |  0.00 | 18.87 | 18.97 | 18.82 | 21.32 |  0.00 |  0.00 |  0.00 | 20.84 | 20.94 | 20.84 | SDSSBOSSKDEALLBOSS | APO
BOSSJ1231+1847A | 12:31:28.231 | +18:47:14.31 | 5853-0412-56045 |  APOJ1230+1847B | 12:30:56.926 | +18:47:36.76 |                 |  3.319 |  3.089 | 445.1 | 14492.23 | -1.00 |      0. | 19.40 |  0.00 |  0.00 |  0.00 | 18.87 | 18.97 | 18.82 | 20.73 |  0.00 |  0.00 |  0.00 | 20.28 | 20.36 | 20.30 | SDSSBOSSKDEALLBOSS | APO
BOSSJ1231+0029A | 12:31:33.705 | +00:29:14.29 | 3848-0530-55647 | BOSSJ1231+0023B | 12:31:04.627 | +00:23:28.65 | 3847-0018-55588 |  2.312 |  2.210 | 556.5 | 15318.81 | -1.00 |      0. | 19.27 |  0.00 |  0.00 |  0.00 | 18.98 | 18.86 | 18.46 | 18.98 |  0.00 |  0.00 |  0.00 | 18.77 | 18.62 | 18.19 | SDSS2QZBOSSKDEXDQSOZVCVALLBOSS | SDSS2QZBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1231+0029A | 12:31:33.705 | +00:29:14.29 | 3848-0530-55647 | SDSSJ1231+0027B | 12:31:36.432 | +00:27:19.21 | 0289-0585-51990 |  2.312 |  2.002 | 122.1 | 3181.734 | -1.00 |     14. | 19.27 |  0.00 |  0.00 |  0.00 | 18.98 | 18.86 | 18.46 | 18.91 |  0.00 |  0.00 |  0.00 | 18.81 | 18.72 | 18.59 | SDSS2QZBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1231+0029A | 12:31:41.735 | +00:29:13.94 | 3848-0536-55647 | BOSSJ1231+0028B | 12:31:43.100 | +00:28:46.29 | 3847-0014-55588 |  3.308 |  3.214 | 34.40 | 1140.426 | -1.00 |    336. | 20.17 |  0.00 |  0.00 |  0.00 | 19.65 | 19.75 | 19.59 | 19.56 |  0.00 |  0.00 |  0.00 | 19.06 | 19.18 | 19.05 | LRIS,XSHOOTER,GMOS-DLA | LRIS,XSHOOTER,GMOS-DLA
