#   name_b      |    RA_b      |    DEC_b     |     spec-id     |    name_f       |    RA_f      |    DEC_f     |    spec-id      |   zb   |   zf   | theta |  R_com   |  S/N  |   gUV   |   ib  |  J2Mb |  H2Mb |  K2Mb | JABb  |  HABb |  KABb |   if  |  J2Mf |  H2Mf |  K2Mf | JABf  | HABf  |  KABf |   tel_b     |        tel_f
BOSSJ1231+1349A | 12:31:48.932 | +13:49:24.44 | 5405-0500-56010 | BOSSJ1231+1342B | 12:31:49.055 | +13:42:48.95 | 5405-0496-56010 |  2.787 |  2.475 | 395.4 | 11562.57 | -1.00 |      0. | 19.86 |  0.00 |  0.00 |  0.00 | 19.43 | 19.55 | 19.47 | 24.36 |  0.00 |  0.00 |  0.00 | 24.02 | 23.96 | 23.59 | SDSSBOSSKDEXDQSOZALLBOSS | BOSS
BOSSJ1231+5334A | 12:31:49.336 | +53:34:04.12 | 6680-0475-56420 | BOSSJ1232+5338B | 12:32:05.889 | +53:38:48.92 | 6680-0472-56420 |  2.882 |  2.338 | 320.6 | 9098.738 | -1.00 |      5. | 19.85 |  0.00 |  0.00 |  0.00 | 19.46 | 19.56 | 19.49 | 18.40 |  0.00 |  0.00 |  0.00 | 18.09 | 17.99 | 17.58 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1231-0135A | 12:31:58.854 | -01:35:20.68 | 3778-0534-55213 | BOSSJ1232-0140B | 12:32:16.468 | -01:40:06.39 | 3778-0536-55213 |  2.952 |  2.406 | 389.0 | 11209.40 | -1.00 |      0. | 19.34 |  0.00 |  0.00 |  0.00 | 18.92 | 19.02 | 18.94 | 20.62 |  0.00 |  0.00 |  0.00 | 20.26 | 20.19 | 19.80 | SDSSBOSSKDEXDQSOZVCVALLBOSS | 2QZBOSSKDEXDQSOZALLBOSS
BOSSJ1232+3355A | 12:32:12.637 | +33:55:40.93 | 3966-0060-55571 | BOSSJ1232+3356B | 12:32:44.402 | +33:56:37.68 | 3966-0052-55571 |  2.482 |  2.155 | 399.3 | 10842.70 | -1.00 |      0. | 19.15 |  0.00 |  0.00 |  0.00 | 18.77 | 18.71 | 18.34 | 21.88 |  0.00 |  0.00 |  0.00 | 21.71 | 21.54 | 21.17 | SDSSBOSSKDEXDQSOZALLBOSS | BOSS
BOSSJ1232+5540A | 12:32:15.106 | +55:40:49.45 | 6832-0472-56426 | SDSSJ1232+5541B | 12:32:55.021 | +55:41:23.78 | 1020-0488-52721 |  2.310 |  1.991 | 339.2 | 8811.311 | -1.00 |      3. | 19.44 |  0.00 |  0.00 |  0.00 | 19.17 | 19.05 | 18.65 | 18.17 | 17.89 | 17.76 | 17.73 | 18.09 | 17.99 | 17.87 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSKDE
BOSSJ1232-0125A | 12:32:37.922 | -01:25:29.67 | 3778-0562-55213 | BOSSJ1232-0125B | 12:32:43.463 | -01:25:37.97 | 3792-0964-55212 |  2.342 |  2.162 | 83.49 | 2270.751 | -1.00 |     12. | 20.87 |  0.00 |  0.00 |  0.00 | 20.55 | 20.45 | 20.05 | 19.99 |  0.00 |  0.00 |  0.00 | 19.79 | 19.63 | 19.24 | BOSS | 2QZBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1232+1026A | 12:32:39.334 | +10:26:04.06 | 5406-0532-55955 | BOSSJ1233+1030B | 12:33:11.566 | +10:30:34.83 | 5406-0562-55955 |  2.443 |  2.332 | 547.1 | 15506.24 | -1.00 |      1. | 18.35 | 18.06 | 17.61 | 17.24 | 17.95 | 17.89 | 17.50 | 18.91 |  0.00 |  0.00 |  0.00 | 18.57 | 18.46 | 18.06 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1232+4317A | 12:32:42.281 | +43:17:13.12 | 4705-0846-55705 | BOSSJ1233+4310B | 12:33:07.752 | +43:10:50.70 | 4705-0860-55705 |  3.213 |  2.588 | 473.0 | 14145.53 | -1.00 |      0. | 20.72 |  0.00 |  0.00 |  0.00 | 20.23 | 20.35 | 20.22 | 20.50 |  0.00 |  0.00 |  0.00 | 20.09 | 20.08 | 19.76 | BOSS | APO
BOSSJ1232-0140A | 12:32:52.754 | -01:40:44.28 | 3792-1000-55212 | BOSSJ1232-0140B | 12:32:16.468 | -01:40:06.39 | 3778-0536-55213 |  2.841 |  2.406 | 545.3 | 15712.02 | -1.00 |      0. | 18.59 |  0.00 |  0.00 |  0.00 | 18.18 | 18.28 | 18.22 | 20.62 |  0.00 |  0.00 |  0.00 | 20.26 | 20.19 | 19.80 | 2QZBOSSALLBOSS | 2QZBOSSKDEXDQSOZALLBOSS
BOSSJ1233+5020A | 12:33:28.953 | +50:20:32.45 | 6675-0006-56415 | BOSSJ1232+5021B | 12:32:59.507 | +50:21:20.86 | 6675-0010-56415 |  3.230 |  2.722 | 285.9 | 8770.013 | -1.00 |     13. | 18.78 |  0.00 |  0.00 |  0.00 | 18.30 | 18.42 | 18.27 | 18.00 |  0.00 |  0.00 |  0.00 | 17.62 | 17.72 | 17.64 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEALLBOSS
BOSSJ1233+4146A | 12:33:37.683 | +41:46:08.37 | 4705-0130-55705 | BOSSJ1234+4152B | 12:34:07.120 | +41:52:47.98 | 4705-0088-55705 |  2.492 |  2.227 | 517.6 | 14309.32 | -1.00 |      0. | 17.51 | 17.69 | 17.21 | 17.54 | 17.13 | 17.07 | 16.70 | 21.27 |  0.00 |  0.00 |  0.00 | 21.05 | 20.91 | 20.48 | SDSSBOSSKDEVCVALLBOSS | BOSS
BOSSJ1233+3703A | 12:33:53.962 | +37:03:27.32 | 3965-0012-55302 | SDSSJ1233+3704B | 12:33:59.120 | +37:04:01.16 | 2010-0506-53495 |  2.344 |  2.145 | 70.41 | 1907.065 | -1.00 |     55. | 19.74 |  0.00 |  0.00 |  0.00 | 19.44 | 19.33 | 18.93 | 18.62 |  0.00 |  0.00 |  0.00 | 18.46 | 18.28 | 17.94 | SDSSBOSSALLBOSS | SDSSKDEXDQSOZ
BOSSJ1234+3726A | 12:34:23.336 | +37:26:50.26 | 3969-0620-55307 | SDSSJ1233+3722B | 12:33:41.764 | +37:22:44.96 | 1992-0007-53466 |  2.161 |  2.128 | 552.7 | 14902.29 | -1.00 |      0. | 19.46 |  0.00 |  0.00 |  0.00 | 19.29 | 19.13 | 18.73 | 19.50 |  0.00 |  0.00 |  0.00 | 19.35 | 19.17 | 18.91 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ
BOSSJ1234+6154A | 12:34:26.658 | +61:54:32.07 | 7118-0150-56686 | SDSSJ1233+6152B | 12:33:13.776 | +61:52:45.31 | 0780-0070-52370 |  2.523 |  2.110 | 525.9 | 14114.17 | -1.00 |      0. | 19.33 |  0.00 |  0.00 |  0.00 | 18.95 | 18.91 | 18.54 | 20.22 |  0.00 |  0.00 |  0.00 | 20.10 | 19.92 | 19.74 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1234+0000A | 12:34:39.207 | +00:00:44.11 | 3848-0349-55647 | BOSSJ1234+0006B | 12:34:14.765 | +00:06:03.46 | 3848-0354-55647 |  2.790 |  2.619 | 486.2 | 14626.78 | -1.00 |      0. | 19.53 |  0.00 |  0.00 |  0.00 | 19.12 | 19.24 | 19.17 | 19.83 |  0.00 |  0.00 |  0.00 | 19.42 | 19.44 | 19.23 | SDSSBOSSALLBOSS | 2QZBOSSALLBOSS
BOSSJ1234+6418A | 12:34:51.115 | +64:18:57.81 | 6973-0236-56741 | BOSSJ1234+6415B | 12:34:45.001 | +64:15:58.64 | 6973-0240-56741 |  2.326 |  2.014 | 183.5 | 4798.203 | -1.00 |      4. | 18.96 |  0.00 |  0.00 |  0.00 | 18.68 | 18.56 | 18.16 | 19.15 |  0.00 |  0.00 |  0.00 | 19.06 | 18.95 | 18.84 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1234+5517A | 12:34:57.601 | +55:17:58.84 | 6832-0384-56426 | BOSSJ1233+5518B | 12:33:53.836 | +55:18:30.53 | 6832-0396-56426 |  1.966 |  1.937 | 545.3 | 13938.75 | -1.00 |      0. | 18.54 |  0.00 |  0.00 |  0.00 | 18.47 | 18.39 | 18.25 | 18.93 |  0.00 |  0.00 |  0.00 | 18.87 | 18.79 | 18.65 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
SDSSJ1235+0207A | 12:35:04.178 | +02:07:43.76 | 0521-0311-52326 | SDSSJ1235+0205B | 12:35:41.268 | +02:05:48.53 | 0520-0076-52288 |  2.171 |  2.117 | 567.7 | 15265.71 | -1.00 |      0. | 18.82 |  0.00 |  0.00 |  0.00 | 18.64 | 18.48 | 18.07 | 19.00 |  0.00 |  0.00 |  0.00 | 18.86 | 18.68 | 18.47 | SDSS2QZBOSSKDEXDQSOZVCVALLBOSS | SDSS2QZKDEXDQSOZ
BOSSJ1235-0120A | 12:35:09.215 | -01:20:31.11 | 3778-0692-55213 | BOSSJ1234-0125B | 12:34:37.606 | -01:25:40.25 | 3778-0685-55213 |  2.385 |  2.190 | 565.9 | 15500.12 | -1.00 |      0. | 20.07 |  0.00 |  0.00 |  0.00 | 19.73 | 19.65 | 19.25 | 19.83 |  0.00 |  0.00 |  0.00 | 19.62 | 19.47 | 19.04 | 2QZBOSSALLBOSS | 2QZBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1235-0120A | 12:35:09.215 | -01:20:31.11 | 3778-0692-55213 | BOSSJ1235-0116B | 12:35:44.247 | -01:16:09.68 | 3778-0766-55213 |  2.385 |  2.214 | 586.8 | 16172.01 | -1.00 |      0. | 20.07 |  0.00 |  0.00 |  0.00 | 19.73 | 19.65 | 19.25 | 20.22 |  0.00 |  0.00 |  0.00 | 19.99 | 19.85 | 19.42 | 2QZBOSSALLBOSS | 2QZBOSSKDEXDQSOZALLBOSS
BOSSJ1235-0107A | 12:35:10.583 | -01:07:45.70 | 3778-0720-55213 | BOSSJ1235-0108B | 12:35:11.100 | -01:08:29.50 | 3848-0290-55647 |  2.784 |  2.236 | 44.48 | 1232.426 | -1.00 |     72. | 18.61 |  0.00 |  0.00 |  0.00 | 18.21 | 18.32 | 18.25 | 19.56 |  0.00 |  0.00 |  0.00 | 19.32 | 19.19 | 18.75 | 2QZBOSSKDEALLBOSS | 2QZBOSSKDEXDQSOZVCVALLBOSS,ISAAC
BOSSJ1235-0107A | 12:35:10.583 | -01:07:45.70 | 3778-0720-55213 | BOSSJ1235-0116B | 12:35:44.247 | -01:16:09.68 | 3778-0766-55213 |  2.784 |  2.214 | 713.3 | 19659.71 | -1.00 |      0. | 18.61 |  0.00 |  0.00 |  0.00 | 18.21 | 18.32 | 18.25 | 20.22 |  0.00 |  0.00 |  0.00 | 19.99 | 19.85 | 19.42 | 2QZBOSSKDEALLBOSS | 2QZBOSSKDEXDQSOZALLBOSS
BOSSJ1235+3125A | 12:35:15.337 | +31:25:26.75 | 6479-0098-56364 | SDSSJ1234+3127B | 12:34:15.503 | +31:27:08.14 | 1971-0096-53472 |  2.153 |  1.952 | 772.4 | 19832.53 | -1.00 |      0. | 21.05 |  0.00 |  0.00 |  0.00 | 20.90 | 20.73 | 20.36 | 19.49 |  0.00 |  0.00 |  0.00 | 19.43 | 19.35 | 19.21 | BOSS | SDSSKDEXDQSOZVCV
BOSSJ1235+3125A | 12:35:15.337 | +31:25:26.75 | 6479-0098-56364 | SDSSJ1235+3129B | 12:35:44.566 | +31:29:48.34 | 1971-0042-53472 |  2.153 |  2.082 | 456.3 | 12155.07 | -1.00 |      0. | 21.05 |  0.00 |  0.00 |  0.00 | 20.90 | 20.73 | 20.36 | 19.83 |  0.00 |  0.00 |  0.00 | 19.72 | 19.57 | 19.46 | BOSS | SDSSKDEXDQSOZVCV
BOSSJ1235+6301A | 12:35:15.832 | +63:01:13.34 | 7118-0854-56686 | BOSSJ1236+6307B | 12:36:32.518 | +63:07:52.76 | 6973-0201-56741 |  2.388 |  2.205 | 656.3 | 18045.89 | -1.00 |      0. | 17.30 | 17.15 | 17.76 | 16.92 | 16.98 | 16.89 | 16.50 | 20.79 |  0.00 |  0.00 |  0.00 | 20.59 | 20.44 | 20.01 | SDSSBOSSKDEVCVALLBOSS | BOSS
BOSSJ1235+4419A | 12:35:18.556 | +44:19:28.54 | 6636-0103-56367 | BOSSJ1235+4411B | 12:35:03.017 | +44:11:18.21 | 6636-0138-56367 |  3.280 |  2.855 | 517.9 | 16255.17 | -1.00 |      3. | 19.31 |  0.00 |  0.00 |  0.00 | 18.82 | 18.93 | 18.77 | 18.29 |  0.00 |  0.00 |  0.00 | 17.90 | 18.01 | 17.94 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSXDQSOZVCVALLBOSS
BOSSJ1235-0029A | 12:35:28.539 | -00:29:20.34 | 3778-0702-55213 | SDSSJ1235-0036B | 12:35:25.279 | -00:36:53.79 | 0290-0186-51941 |  2.247 |  1.953 | 456.0 | 11711.03 | -1.00 |      0. | 19.04 |  0.00 |  0.00 |  0.00 | 18.79 | 18.66 | 18.23 | 19.06 |  0.00 |  0.00 |  0.00 | 18.97 | 18.89 | 18.75 | SDSS2QZBOSSKDEXDQSOZVCVALLBOSS | SDSS2QZKDE
BOSSJ1235+3550A | 12:35:32.476 | +35:50:17.73 | 3968-0764-55590 | SDSSJ1236+3542B | 12:36:01.263 | +35:42:24.57 | 2010-0130-53495 |  2.330 |  2.077 | 588.7 | 15659.12 | -1.00 |      1. | 18.51 |  0.00 |  0.00 |  0.00 | 18.23 | 18.12 | 17.72 | 18.12 |  0.00 |  0.00 |  0.00 | 18.01 | 17.87 | 17.76 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1235-0203A | 12:35:33.281 | -02:03:52.70 | 3778-0276-55213 | SDSSJ1235-0214B | 12:35:32.351 | -02:14:10.03 | 0335-0427-52000 |  2.245 |  1.971 | 617.4 | 15941.99 | -1.00 |      0. | 18.89 |  0.00 |  0.00 |  0.00 | 18.61 | 18.47 | 18.04 | 19.07 |  0.00 |  0.00 |  0.00 | 18.96 | 18.87 | 18.73 | SDSS2QZBOSSKDEXDQSOZVCVALLBOSS | SDSS2QZKDEXDQSOZVCV
BOSSJ1235+0038A | 12:35:41.512 | +00:38:56.11 | 3848-0722-55647 | BOSSJ1236+0039B | 12:36:01.215 | +00:39:53.93 | 3848-0768-55647 |  2.252 |  2.178 | 301.1 | 8224.273 | -1.00 |      0. | 19.78 |  0.00 |  0.00 |  0.00 | 19.53 | 19.39 | 18.97 | 21.34 |  0.00 |  0.00 |  0.00 | 21.15 | 20.99 | 20.57 | 2QZBOSSKDEXDQSOZALLBOSS | BOSS
BOSSJ1235+5401A | 12:35:50.259 | +54:01:26.21 | 6680-0658-56420 | BOSSJ1234+5403B | 12:34:35.505 | +54:03:24.00 | 6680-0618-56420 |  2.445 |  2.283 | 668.9 | 18742.39 | -1.00 |      1. | 21.29 |  0.00 |  0.00 |  0.00 | 20.92 | 20.86 | 20.47 | 18.29 |  0.00 |  0.00 |  0.00 | 18.02 | 17.89 | 17.48 | BOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1235+0050A | 12:35:52.744 | +00:50:29.71 | 3848-0772-55647 | BOSSJ1236+0039B | 12:36:01.215 | +00:39:53.93 | 3848-0768-55647 |  2.242 |  2.178 | 648.3 | 17707.00 | -1.00 |      0. | 19.03 |  0.00 |  0.00 |  0.00 | 18.78 | 18.64 | 18.22 | 21.34 |  0.00 |  0.00 |  0.00 | 21.15 | 20.99 | 20.57 | SDSSBOSSKDEXDQSOZVCVALLBOSS | BOSS
SDSSJ1235-0127A | 12:35:56.081 | -01:27:09.61 | 0335-0380-52000 | BOSSJ1236-0128B | 12:36:35.922 | -01:28:53.03 | 3848-0212-55647 |  2.929 |  2.404 | 606.3 | 17457.39 | -1.00 |      0. | 21.80 |  0.00 |  0.00 |  0.00 | 21.39 | 21.49 | 21.41 | 19.75 |  0.00 |  0.00 |  0.00 | 19.40 | 19.32 | 18.93 | SDSS | 2QZBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1235+3702A | 12:35:58.308 | +37:02:09.48 | 3969-0342-55307 | SDSSJ1235+3656B | 12:35:32.708 | +36:56:46.57 | 2010-0552-53495 |  2.148 |  1.937 | 445.3 | 11382.39 | -1.00 |      0. | 20.20 |  0.00 |  0.00 |  0.00 | 20.04 | 19.87 | 19.52 | 19.06 |  0.00 |  0.00 |  0.00 | 19.01 | 18.93 | 18.79 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1236+6513A | 12:36:12.816 | +65:13:39.16 | 6973-0834-56741 | BOSSJ1237+6517B | 12:37:03.644 | +65:17:42.78 | 6973-0835-56741 |  3.240 |  2.637 | 401.4 | 12118.28 | -1.00 |      1. | 18.30 |  0.00 |  0.00 |  0.00 | 17.81 | 17.92 | 17.77 | 19.65 |  0.00 |  0.00 |  0.00 | 19.25 | 19.28 | 19.15 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1236+0003A | 12:36:15.182 | +00:03:09.29 | 3848-0222-55647 | BOSSJ1236+0003B | 12:36:03.119 | +00:03:34.63 | 3848-0277-55647 |  2.476 |  2.157 | 182.7 | 4962.990 | -1.00 |      3. | 20.71 |  0.00 |  0.00 |  0.00 | 20.33 | 20.27 | 19.90 | 20.08 |  0.00 |  0.00 |  0.00 | 19.90 | 19.73 | 19.35 | BOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1236+0003A | 12:36:15.182 | +00:03:09.29 | 3848-0222-55647 | BOSSJ1236+0007B | 12:36:30.669 | +00:07:08.62 | 3848-0232-55647 |  2.476 |  2.304 | 333.5 | 9391.026 | -1.00 |      1. | 20.71 |  0.00 |  0.00 |  0.00 | 20.33 | 20.27 | 19.90 | 19.30 |  0.00 |  0.00 |  0.00 | 19.02 | 18.89 | 18.49 | BOSS | 2QZBOSSKDEXDQSOZMADDOXVCVALLBOSS
BOSSJ1236+0003A | 12:36:15.182 | +00:03:09.29 | 3848-0222-55647 | BOSSJ1236+0001B | 12:36:42.606 | +00:01:01.24 | 3848-0229-55647 |  2.476 |  2.170 | 430.8 | 11742.63 | -1.00 |      0. | 20.71 |  0.00 |  0.00 |  0.00 | 20.33 | 20.27 | 19.90 | 21.43 |  0.00 |  0.00 |  0.00 | 21.25 | 21.09 | 20.68 | BOSS | BOSS
BOSSJ1236+5159A | 12:36:15.422 | +51:59:17.93 | 6674-0693-56416 | SDSSJ1237+5205B | 12:37:17.296 | +52:05:20.34 | 0885-0199-52379 |  2.144 |  1.968 | 676.2 | 17445.18 | -1.00 |      0. | 17.90 | 18.03 | 17.44 | 16.99 | 17.75 | 17.58 | 17.25 | 18.97 |  0.00 |  0.00 |  0.00 | 18.90 | 18.82 | 18.68 | SDSSBOSSXDQSOZVCVALLBOSS | SDSSKDEXDQSOZVCV
BOSSJ1236+1031A | 12:36:26.268 | +10:31:33.27 | 5406-0724-55955 | BOSSJ1236+1038B | 12:36:35.580 | +10:38:29.55 | 5406-0716-55955 |  2.170 |  1.997 | 438.3 | 11402.54 | -1.00 |      0. | 18.62 |  0.00 |  0.00 |  0.00 | 18.43 | 18.27 | 17.86 | 19.07 |  0.00 |  0.00 |  0.00 | 18.96 | 18.87 | 18.74 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1236+0007A | 12:36:30.669 | +00:07:08.62 | 3848-0232-55647 | BOSSJ1236+0003B | 12:36:03.119 | +00:03:34.63 | 3848-0277-55647 |  2.304 |  2.157 | 465.3 | 12641.24 | -1.00 |      0. | 19.30 |  0.00 |  0.00 |  0.00 | 19.02 | 18.89 | 18.49 | 20.08 |  0.00 |  0.00 |  0.00 | 19.90 | 19.73 | 19.35 | 2QZBOSSKDEXDQSOZMADDOXVCVALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1236+0007A | 12:36:30.669 | +00:07:08.62 | 3848-0232-55647 | BOSSJ1236+0001B | 12:36:42.606 | +00:01:01.24 | 3848-0229-55647 |  2.304 |  2.170 | 408.6 | 11139.18 | -1.00 |      0. | 19.30 |  0.00 |  0.00 |  0.00 | 19.02 | 18.89 | 18.49 | 21.43 |  0.00 |  0.00 |  0.00 | 21.25 | 21.09 | 20.68 | 2QZBOSSKDEXDQSOZMADDOXVCVALLBOSS | BOSS
BOSSJ1236+0007A | 12:36:30.669 | +00:07:08.62 | 3848-0232-55647 | SDSSJ1237+0003B | 12:37:08.638 | +00:03:29.00 | 0290-0482-51941 |  2.304 |  2.012 | 610.4 | 15948.71 | -1.00 |      0. | 19.30 |  0.00 |  0.00 |  0.00 | 19.02 | 18.89 | 18.49 | 18.68 |  0.00 |  0.00 |  0.00 | 18.57 | 18.47 | 18.35 | 2QZBOSSKDEXDQSOZMADDOXVCVALLBOSS | SDSS2QZKDEXDQSOZVCV
BOSSJ1236+4748A | 12:36:31.545 | +47:48:46.06 | 7419-0739-56811 | SDSSJ1236+4756B | 12:36:48.109 | +47:56:08.41 | 1455-0343-53089 |  2.535 |  2.036 | 472.7 | 12433.75 | -1.00 |      0. | 21.26 |  0.00 |  0.00 |  0.00 | 20.86 | 20.82 | 20.46 | 20.53 |  0.00 |  0.00 |  0.00 | 20.42 | 20.31 | 20.20 | BOSS | SDSSKDEXDQSOZ
BOSSJ1236+1141A | 12:36:32.556 | +11:41:33.55 | 5409-0500-55957 | BOSSJ1237+1138B | 12:37:17.370 | +11:38:44.59 | 5403-0009-55979 |  2.373 |  2.101 | 679.6 | 18194.92 | -1.00 |      0. | 18.93 |  0.00 |  0.00 |  0.00 | 18.58 | 18.49 | 18.09 | 19.06 |  0.00 |  0.00 |  0.00 | 18.89 | 18.72 | 18.57 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
SDSSJ1236+2226A | 12:36:34.916 | +22:26:08.88 | 2647-0112-54495 | BOSSJ1236+2231B | 12:36:10.961 | +22:31:10.05 | 5983-0090-56310 |  3.742 |  3.402 | 448.2 | 15236.39 | -1.00 |      2. | 18.41 |  0.00 |  0.00 |  0.00 | 17.99 | 17.91 | 17.88 | 19.58 |  0.00 |  0.00 |  0.00 | 19.06 | 19.13 | 19.00 | SDSSBOSSKDEVCVALLBOSS | SDSSBOSSKDEVCVALLBOSS
BOSSJ1236+6158A | 12:36:37.456 | +61:58:14.38 | 7118-0076-56686 | SDSSJ1237+6203B | 12:37:16.003 | +62:03:23.40 | 0781-0230-52373 |  2.519 |  2.075 | 411.2 | 10931.37 | -1.00 |      0. | 18.58 |  0.00 |  0.00 |  0.00 | 18.20 | 18.16 | 17.79 | 19.56 |  0.00 |  0.00 |  0.00 | 19.45 | 19.31 | 19.20 | SDSSBOSSKDEXDQSOZVCVALLBOSS | SDSSKDEXDQSOZ,HIRES
BOSSJ1236+0001A | 12:36:42.606 | +00:01:01.24 | 3848-0229-55647 | SDSSJ1237+0003B | 12:37:08.638 | +00:03:29.00 | 0290-0482-51941 |  2.170 |  2.012 | 417.5 | 10908.50 | -1.00 |      1. | 21.43 |  0.00 |  0.00 |  0.00 | 21.25 | 21.09 | 20.68 | 18.68 |  0.00 |  0.00 |  0.00 | 18.57 | 18.47 | 18.35 | BOSS | SDSS2QZKDEXDQSOZVCV
BOSSJ1236+3323A | 12:36:43.079 | +33:23:06.13 | 6482-0507-56358 | BOSSJ1237+3314B | 12:37:24.370 | +33:14:16.64 | 6482-0501-56358 |  2.155 |  2.108 | 740.4 | 19860.11 | -1.00 |      0. | 19.22 |  0.00 |  0.00 |  0.00 | 19.05 | 18.88 | 18.51 | 19.32 |  0.00 |  0.00 |  0.00 | 19.18 | 19.01 | 18.84 | SDSSBOSSKDEXDQSOZALLBOSS | SDSSBOSSKDEXDQSOZALLBOSS
BOSSJ1236-0039A | 12:36:45.720 | -00:39:28.85 | 3778-0792-55213 | BOSSJ1237-0044B | 12:37:27.995 | -00:44:13.33 | 3778-0832-55213 |  2.250 |  2.188 | 694.9 | 19026.65 | -1.00 |      0. | 20.51 |  0.00 |  0.00 |  0.00 | 20.26 | 20.12 | 19.69 | 19.61 |  0.00 |  0.00 |  0.00 | 19.41 | 19.26 | 18.83 | 2QZBOSSKDEXDQSOZVCVALLBOSS | 2QZBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1236+4037A | 12:36:45.968 | +40:37:28.04 | 3970-0687-55591 | BOSSJ1236+4039B | 12:36:59.426 | +40:39:28.01 | 3970-0689-55591 |  5.059 |  4.884 | 194.5 | 7621.998 | -1.00 |     31. | 20.78 |  0.00 |  0.00 |  0.00 | 20.85 | 20.51 | 20.49 | 20.37 |  0.00 |  0.00 |  0.00 | 20.47 | 20.12 | 20.15 | BOSS | BOSS
BOSSJ1236+0003A | 12:36:46.826 | +00:03:33.54 | 3848-0194-55647 | BOSSJ1236+0003B | 12:36:03.119 | +00:03:34.63 | 3848-0277-55647 |  2.483 |  2.157 | 655.6 | 17808.72 | -1.00 |      0. | 20.73 |  0.00 |  0.00 |  0.00 | 20.35 | 20.29 | 19.91 | 20.08 |  0.00 |  0.00 |  0.00 | 19.90 | 19.73 | 19.35 | 2QZBOSSALLBOSS | SDSSBOSSKDEXDQSOZVCVALLBOSS
BOSSJ1236+0003A | 12:36:46.826 | +00:03:33.54 | 3848-0194-55647 | BOSSJ1236+0007B | 12:36:30.669 | +00:07:08.62 | 3848-0232-55647 |  2.483 |  2.304 | 324.0 | 9123.443 | -1.00 |      2. | 20.73 |  0.00 |  0.00 |  0.00 | 20.35 | 20.29 | 19.91 | 19.30 |  0.00 |  0.00 |  0.00 | 19.02 | 18.89 | 18.49 | 2QZBOSSALLBOSS | 2QZBOSSKDEXDQSOZMADDOXVCVALLBOSS
BOSSJ1236+0003A | 12:36:46.826 | +00:03:33.54 | 3848-0194-55647 | BOSSJ1236+0001B | 12:36:42.606 | +00:01:01.24 | 3848-0229-55647 |  2.483 |  2.170 | 164.9 | 4495.263 | -1.00 |      0. | 20.73 |  0.00 |  0.00 |  0.00 | 20.35 | 20.29 | 19.91 | 21.43 |  0.00 |  0.00 |  0.00 | 21.25 | 21.09 | 20.68 | 2QZBOSSALLBOSS | BOSS
BOSSJ1236+0003A | 12:36:46.826 | +00:03:33.54 | 3848-0194-55647 | SDSSJ1237+0003B | 12:37:08.638 | +00:03:29.00 | 0290-0482-51941 |  2.483 |  2.012 | 327.2 | 8549.343 | -1.00 |      2. | 20.73 |  0.00 |  0.00 |  0.00 | 20.35 | 20.29 | 19.91 | 18.68 |  0.00 |  0.00 |  0.00 | 18.57 | 18.47 | 18.35 | 2QZBOSSALLBOSS | SDSS2QZKDEXDQSOZVCV
BOSSJ1236+3307A | 12:36:58.237 | +33:07:59.33 | 6482-0548-56358 | BOSSJ1237+3314B | 12:37:24.370 | +33:14:16.64 | 6482-0501-56358 |  2.278 |  2.108 | 499.9 | 13410.61 | -1.00 |      0. | 17.73 |  0.00 |  0.00 |  0.00 | 17.47 | 17.34 | 16.93 | 19.32 |  0.00 |  0.00 |  0.00 | 19.18 | 19.01 | 18.84 | BOSS | SDSSBOSSKDEXDQSOZALLBOSS
